flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'IndiGo', 'iata': '6E', 'icao': 'IGO'}","{'number': '4630', 'iata': '6E4630', 'icao': 'IGO4630', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Cathay Pacific', 'iata': 'CX', 'icao': 'CPA'}","{'number': '9100', 'iata': 'CX9100', 'icao': 'CPA9100', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'LATAM Airlines', 'iata': 'LA', 'icao': 'LAN'}","{'number': '4821', 'iata': 'LA4821', 'icao': 'LAN4821', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '1826', 'iata': 'NZ1826', 'icao': 'ANZ1826', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Southern Airlines', 'iata': 'CZ', 'icao': 'CSN'}","{'number': '7556', 'iata': 'CZ7556', 'icao': 'CSN7556', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Emirates', 'iata': 'EK', 'icao': 'UAE'}","{'number': '5426', 'iata': 'EK5426', 'icao': 'UAE5426', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '6', 'delay': None, 'scheduled': '2025-05-02T08:50:00+00:00', 'estimated': '2025-05-02T08:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A34', 'baggage': 'D1', 'scheduled': '2025-05-02T10:15:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Singapore Airlines', 'iata': 'SQ', 'icao': 'SIA'}","{'number': '6857', 'iata': 'SQ6857', 'icao': 'SIA6857', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '825', 'flight_iata': 'va825', 'flight_icao': 'voz825'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '6', 'delay': None, 'scheduled': '2025-05-02T08:50:00+00:00', 'estimated': '2025-05-02T08:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A34', 'baggage': 'D1', 'scheduled': '2025-05-02T10:15:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Hawaiian Airlines', 'iata': 'HA', 'icao': 'HAL'}","{'number': '4034', 'iata': 'HA4034', 'icao': 'HAL4034', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '825', 'flight_iata': 'va825', 'flight_icao': 'voz825'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '6', 'delay': None, 'scheduled': '2025-05-02T08:50:00+00:00', 'estimated': '2025-05-02T08:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A34', 'baggage': 'D1', 'scheduled': '2025-05-02T10:15:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '6401', 'iata': 'EY6401', 'icao': 'ETD6401', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '825', 'flight_iata': 'va825', 'flight_icao': 'voz825'}}",,
2025-05-02,scheduled,"{'airport': 'Itami', 'timezone': 'Asia/Tokyo', 'iata': 'ITM', 'icao': 'RJOO', 'terminal': None, 'gate': '23A', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Tajima', 'timezone': 'Asia/Tokyo', 'iata': 'TJH', 'icao': 'RJBT', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T09:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JAL'}","{'number': '2323', 'iata': 'JL2323', 'icao': 'JAL2323', 'codeshared': None}",,
2025-05-02,active,"{'airport': 'Dubbo', 'timezone': 'Australia/Sydney', 'iata': 'DBO', 'icao': 'YSDU', 'terminal': None, 'gate': None, 'delay': 1, 'scheduled': '2025-05-02T08:00:00+00:00', 'estimated': '2025-05-02T08:00:00+00:00', 'actual': '2025-05-02T08:01:00+00:00', 'estimated_runway': '2025-05-02T08:01:00+00:00', 'actual_runway': '2025-05-02T08:01:00+00:00'}","{'airport': 'Lightning Ridge', 'timezone': 'Australia/Sydney', 'iata': 'LHG', 'icao': 'YLRD', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T08:44:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Thai AirAsia', 'iata': 'FD', 'icao': 'AIQ'}","{'number': '218', 'iata': 'FD218', 'icao': 'AIQ218', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Dubbo', 'timezone': 'Australia/Sydney', 'iata': 'DBO', 'icao': 'YSDU', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T10:20:00+00:00', 'estimated': '2025-05-02T10:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T11:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'QantasLink', 'iata': None, 'icao': 'QLK'}","{'number': '2039', 'iata': None, 'icao': 'QLK2039', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Seeb', 'timezone': 'Asia/Muscat', 'iata': 'MCT', 'icao': 'OOMS', 'terminal': None, 'gate': None, 'delay': 10, 'scheduled': '2025-05-02T05:00:00+00:00', 'estimated': '2025-05-02T05:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Larnaca', 'timezone': 'Asia/Nicosia', 'iata': 'LCA', 'icao': 'LCLK', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T10:27:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Oman - Royal Air Force', 'iata': None, 'icao': 'MJN'}","{'number': None, 'iata': None, 'icao': 'MJN', 'codeshared': None}",,
2025-05-02,active,"{'airport': 'Tan Son Nhat International', 'timezone': 'Asia/Ho_Chi_Minh', 'iata': 'SGN', 'icao': 'VVTS', 'terminal': '1', 'gate': None, 'delay': 8, 'scheduled': '2025-05-02T05:00:00+00:00', 'estimated': '2025-05-02T05:00:00+00:00', 'actual': '2025-05-02T05:07:00+00:00', 'estimated_runway': '2025-05-02T05:07:00+00:00', 'actual_runway': '2025-05-02T05:07:00+00:00'}","{'airport': 'Da Nang', 'timezone': 'Asia/Ho_Chi_Minh', 'iata': 'DAD', 'icao': 'VVDN', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T06:20:00+00:00', 'delay': None, 'estimated': '2025-05-02T06:06:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Freebird Airlines', 'iata': 'FH', 'icao': 'FHY'}","{'number': '1622', 'iata': 'FH1622', 'icao': 'FHY1622', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Blagnac', 'timezone': 'Europe/Paris', 'iata': 'TLS', 'icao': 'LFBO', 'terminal': None, 'gate': None, 'delay': 11, 'scheduled': '2025-05-02T06:30:00+00:00', 'estimated': '2025-05-02T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Orly', 'timezone': 'Europe/Paris', 'iata': 'ORY', 'icao': 'LFPO', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T07:52:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': None, 'iata': 'AF', 'icao': 'AFR', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Heydar Aliyev International (Bina International)', 'timezone': 'Asia/Baku', 'iata': 'GYD', 'icao': 'UBBB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T06:00:00+00:00', 'estimated': '2025-05-02T06:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hong Kong International', 'timezone': 'Asia/Hong_Kong', 'iata': 'HKG', 'icao': 'VHHH', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T17:37:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Silk Way West', 'iata': '7L', 'icao': 'AZG'}","{'number': '691', 'iata': '7L691', 'icao': 'AZG691', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Norfolk International Airport', 'timezone': 'America/New_York', 'iata': 'ORF', 'icao': 'KORF', 'terminal': None, 'gate': None, 'delay': 17, 'scheduled': '2025-05-02T00:50:00+00:00', 'estimated': '2025-05-02T00:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': None, 'timezone': None, 'iata': 'QQY', 'icao': 'KBUY', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T01:56:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'LabCorp', 'iata': 'SKQ', 'icao': 'SKQ'}","{'number': '69', 'iata': 'SKQ69', 'icao': 'SKQ69', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Monto', 'timezone': 'Australia/Brisbane', 'iata': 'MNQ', 'icao': 'YMTO', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Rockhampton', 'timezone': 'Australia/Brisbane', 'iata': 'ROK', 'icao': 'YBRK', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T09:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Cairns', 'timezone': 'Australia/Brisbane', 'iata': 'CNS', 'icao': 'YBCS', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T12:00:00+00:00', 'estimated': '2025-05-02T12:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Rockhampton', 'timezone': 'Australia/Brisbane', 'iata': 'ROK', 'icao': 'YBRK', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T13:52:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Skytrans', 'iata': 'Q6', 'icao': 'SKP'}","{'number': '542', 'iata': 'Q6542', 'icao': 'SKP542', 'codeshared': None}",,
2025-05-02,active,"{'airport': 'Rockhampton', 'timezone': 'Australia/Brisbane', 'iata': 'ROK', 'icao': 'YBRK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T08:45:00+00:00', 'estimated': '2025-05-02T08:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Cairns', 'timezone': 'Australia/Brisbane', 'iata': 'CNS', 'icao': 'YBCS', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T11:03:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Skytrans', 'iata': 'Q6', 'icao': 'SKP'}","{'number': '541', 'iata': 'Q6541', 'icao': 'SKP541', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Perth International', 'timezone': 'Australia/Perth', 'iata': 'PER', 'icao': 'YPPH', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T06:30:00+00:00', 'estimated': '2025-05-02T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kalgoorlie', 'timezone': 'Australia/Perth', 'iata': 'KGI', 'icao': 'YPKG', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T07:19:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'QantasLink', 'iata': None, 'icao': 'QLK'}","{'number': '7840', 'iata': None, 'icao': 'QLK7840', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Kalgoorlie', 'timezone': 'Australia/Perth', 'iata': 'KGI', 'icao': 'YPKG', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T13:00:00+00:00', 'estimated': '2025-05-02T13:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Southern Cross', 'timezone': 'Australia/Perth', 'iata': 'SQC', 'icao': 'YSCR', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T13:53:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T07:05:00+00:00', 'estimated': '2025-05-02T07:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Tokushima', 'timezone': 'Asia/Tokyo', 'iata': 'TKS', 'icao': 'RJOS', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T08:15:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JAL'}","{'number': '453', 'iata': 'JL453', 'icao': 'JAL453', 'codeshared': None}","{'registration': 'JA622J', 'iata': 'B763', 'icao': 'B763', 'icao24': '86222E'}","{'updated': '2025-05-01T22:37:27+00:00', 'latitude': 35.3468, 'longitude': 137.283, 'altitude': 9745.98, 'direction': 254, 'speed_horizontal': 733.392, 'speed_vertical': 0, 'is_ground': False}"
2025-05-02,cancelled,"{'airport': 'Amami', 'timezone': 'Asia/Tokyo', 'iata': 'ASJ', 'icao': 'RJKA', 'terminal': None, 'gate': 'C', 'delay': None, 'scheduled': '2025-05-02T09:30:00+00:00', 'estimated': '2025-05-02T09:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kikaiga Shima', 'timezone': 'Asia/Tokyo', 'iata': 'KKX', 'icao': 'RJKI', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T09:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JAL'}","{'number': '3831', 'iata': 'JL3831', 'icao': 'JAL3831', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T09:40:00+00:00', 'estimated': '2025-05-02T09:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Ballina Byron Gateway', 'timezone': 'Australia/Sydney', 'iata': 'BNK', 'icao': 'YBNA', 'terminal': '3', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T10:41:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'QantasLink', 'iata': None, 'icao': 'QLK'}","{'number': None, 'iata': None, 'icao': 'QLK', 'codeshared': None}",,
